topic,2016.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,All
0,0,1,0,1,14,7,26,77,137,263
1,1,1,3,4,6,14,29,70,118,246
2,0,0,0,0,0,0,7,60,128,195
3,0,0,0,1,6,4,11,51,119,192
4,0,0,0,1,3,4,19,51,113,191
5,0,0,2,1,9,9,19,49,91,180
6,0,0,1,1,2,5,9,25,130,173
7,0,0,0,2,1,0,0,23,142,168
8,0,0,0,0,0,0,8,39,106,153
9,0,0,0,0,1,1,5,39,99,145
10,0,0,0,0,0,0,9,37,71,117
11,0,0,0,0,0,0,5,29,63,97
All,1,2,6,11,42,44,147,550,1317,2120
